cid;id_instalacion;fecha_cierre;fecha_apertura;rut_jefe_cierre
436;107;28-04-2017 21:24;09-05-2017 8:21;38317707-3
437;107;25-11-2013 14:57;05-12-2013 4:11;12957899-8
438;108;05-12-2018 10:35;17-12-2018 2:14;49718772-9
439;108;01-04-2020 9:08;13-04-2020 21:50;49718772-9
440;108;28-02-2010 13:06;08-03-2010 0:32;51853396-7
441;108;13-02-2011 21:06;17-02-2011 1:05;48459253-5
442;108;17-02-2010 17:07;22-02-2010 6:20;63824003-3
443;109;29-11-2010 20:27;10-12-2010 10:12;40503382-8
444;109;13-06-2019 18:41;24-06-2019 20:24;75766984-6
445;109;30-09-2016 1:01;12-10-2016 2:57;52576933-k
446;109;03-09-2017 7:23;06-09-2017 22:15;89336201-0
447;109;23-12-2014 15:46;28-12-2014 17:19;89336201-0
448;109;01-08-2018 7:14;06-08-2018 18:41;12205074-2
449;110;31-01-2010 12:52;12-02-2010 20:18;29637564-0
450;110;13-01-2017 8:02;21-01-2017 13:51;29637564-0
451;110;13-04-2010 1:07;23-04-2010 5:27;29637564-0
452;110;28-03-2013 15:46;10-04-2013 2:29;39899583-k
453;110;31-10-2014 8:05;09-11-2014 20:15;57342278-3
454;110;08-09-2019 12:19;11-09-2019 22:02;36918308-7
455;111;31-01-2016 14:49;12-02-2016 2:12;62820832-8
456;111;29-06-2013 16:40;05-07-2013 21:55;41325900-2
457;111;06-04-2010 7:49;15-04-2010 22:21;45644100-9
458;111;20-04-2019 5:34;03-05-2019 20:43;62820832-8
459;112;05-03-2016 17:37;10-03-2016 3:27;30680313-1
460;112;02-11-2015 1:50;16-11-2015 6:55;66295586-8
461;112;23-11-2019 4:38;28-11-2019 14:52;93285177-6
462;112;04-04-2018 15:01;15-04-2018 21:04;25198755-6
463;113;23-06-2011 13:43;02-07-2011 18:58;81401624-2
464;113;15-07-2014 4:41;29-07-2014 10:39;94888169-1
465;113;31-10-2010 11:13;04-11-2010 13:49;94888169-1
466;114;07-03-2011 10:32;18-03-2011 0:38;89793517-1
467;114;16-06-2014 1:56;19-06-2014 13:53;89793517-1
468;114;18-06-2014 4:32;22-06-2014 15:09;28370900-0
469;114;10-11-2016 23:06;18-11-2016 3:38;61892040-2
470;114;17-03-2013 14:10;30-03-2013 17:13;88697741-7
471;114;02-05-2011 12:23;10-05-2011 12:50;95403427-5
472;114;03-12-2017 2:17;15-12-2017 6:14;48766480-4
473;115;07-10-2014 0:06;11-10-2014 13:14;27952560-4
474;115;27-06-2016 11:28;03-07-2016 22:01;43831962-k
475;115;23-04-2017 22:21;02-05-2017 4:49;23514054-3
476;116;21-09-2012 16:19;30-09-2012 2:43;52968708-7
477;116;25-07-2010 5:17;29-07-2010 9:16;65346159-3
478;116;08-03-2012 4:05;11-03-2012 4:43;38072383-2
479;116;15-10-2019 2:48;27-10-2019 5:28;99347364-2
480;116;08-03-2019 20:42;15-03-2019 6:15;86367440-9
481;116;05-09-2013 21:43;12-09-2013 14:18;52968708-7
482;116;01-06-2011 16:42;15-06-2011 18:52;86367440-9
483;117;25-08-2010 0:28;06-09-2010 13:44;89751595-4
484;117;20-03-2010 14:07;02-04-2010 23:46;38717290-4
485;117;28-08-2013 19:33;07-09-2013 3:03;44060880-9
486;117;08-11-2017 18:53;20-11-2017 4:02;80092681-5
487;117;27-05-2015 12:28;07-06-2015 3:04;10094201-1
488;118;22-05-2018 17:23;28-05-2018 18:59;30001031-8
489;118;21-12-2017 1:41;26-12-2017 2:35;48553208-0
490;119;29-03-2020 14:20;05-04-2020 18:18;59105378-7
491;119;01-05-2013 22:04;05-05-2013 12:58;38204359-6
492;119;14-07-2013 2:17;27-07-2013 4:22;59105378-7
493;119;30-12-2014 22:53;13-01-2015 2:54;59105378-7
494;120;30-05-2014 22:38;08-06-2014 9:11;47067447-4
495;120;15-05-2013 6:47;29-05-2013 18:30;96562711-1
496;120;26-12-2015 3:54;03-01-2016 10:02;96562711-1
497;120;29-10-2018 12:30;03-11-2018 15:17;13572944-2
498;121;28-02-2015 14:19;11-03-2015 6:37;70368495-5
499;122;09-12-2019 12:58;20-12-2019 22:22;25844754-9
500;123;02-01-2014 23:39;11-01-2014 10:22;68225683-4
501;123;07-07-2011 22:03;10-07-2011 22:20;56229978-5
502;124;21-08-2017 21:15;05-09-2017 4:21;26123513-7
503;124;26-06-2014 14:42;04-07-2014 4:00;26123513-7
504;124;17-03-2018 12:43;29-03-2018 13:23;83917354-7
505;125;11-06-2019 0:35;15-06-2019 6:54;84911278-3
506;126;30-07-2017 11:30;11-08-2017 2:40;34012878-8
507;126;18-04-2019 15:49;02-05-2019 19:17;44812887-3
508;126;05-04-2014 12:19;16-04-2014 1:00;85034590-2
509;127;19-04-2011 21:54;02-05-2011 9:49;14343597-0
510;127;25-08-2019 0:08;04-09-2019 14:36;14343597-0
511;127;22-11-2018 2:18;05-12-2018 7:15;15955355-8
512;128;16-03-2013 5:07;29-03-2013 9:41;93892863-0
513;128;14-01-2013 5:47;20-01-2013 16:59;53383454-k
514;129;30-08-2012 14:52;07-09-2012 6:49;20180335-7
515;129;05-01-2012 12:05;10-01-2012 14:10;42538060-5
516;129;16-08-2019 16:50;22-08-2019 2:30;69251591-9
517;130;28-11-2011 13:26;04-12-2011 23:45;16636734-4
518;130;27-02-2013 14:06;05-03-2013 21:14;79308193-6
519;130;24-12-2013 4:43;27-12-2013 10:47;53967694-6
520;130;30-01-2012 15:11;10-02-2012 22:00;16636734-4
521;131;06-07-2019 20:57;18-07-2019 3:41;30991735-9
522;131;11-01-2013 6:50;20-01-2013 17:07;70582800-8
523;131;02-04-2012 13:53;16-04-2012 22:59;91461351-5
524;131;02-12-2011 18:57;10-12-2011 9:36;70582800-8
525;132;31-10-2018 1:21;08-11-2018 17:50;54363208-2
526;132;06-11-2015 4:51;10-11-2015 13:14;54004386-8
527;132;07-04-2011 3:07;18-04-2011 10:18;54363208-2
528;133;28-05-2013 4:36;03-06-2013 6:51;31113786-7
529;133;20-05-2012 2:22;03-06-2012 18:12;31113786-7
530;133;01-06-2012 19:01;10-06-2012 3:58;31113786-7
531;133;11-10-2011 9:27;20-10-2011 18:44;95226644-6
532;133;19-02-2013 21:47;06-03-2013 13:46;29622397-2
533;133;26-03-2016 13:52;08-04-2016 22:24;59814228-9
534;134;16-02-2013 17:00;03-03-2013 3:28;80698616-k
535;134;14-10-2015 18:01;27-10-2015 4:07;80698616-k
536;134;14-03-2014 8:49;17-03-2014 15:58;57325256-k
537;135;29-04-2011 19:02;10-05-2011 20:16;70624789-0
538;135;16-05-2017 13:24;24-05-2017 0:44;21924647-1
539;135;05-12-2018 23:52;14-12-2018 7:01;82719046-2
540;135;04-09-2016 15:05;09-09-2016 20:08;74748755-3
541;135;15-09-2010 5:17;24-09-2010 15:33;48269008-4
542;136;17-04-2015 11:27;30-04-2015 22:35;15460166-k
543;136;02-05-2020 1:56;08-05-2020 14:01;54982068-9
544;136;20-02-2020 23:19;27-02-2020 14:59;42354523-2
545;136;15-01-2020 17:24;26-01-2020 22:59;42354523-2
546;136;09-09-2013 6:34;12-09-2013 15:06;27712443-2
547;136;31-03-2014 18:07;03-04-2014 21:32;91957637-5
548;136;14-04-2013 3:46;19-04-2013 8:00;15460166-k
549;137;20-07-2014 9:25;31-07-2014 17:54;28792266-3
550;137;17-08-2014 19:30;28-08-2014 20:33;84729190-7
551;138;03-11-2011 14:19;08-11-2011 22:31;89512502-4
552;138;05-07-2020 17:55;17-07-2020 4:25;44604413-3
553;138;23-01-2011 22:45;31-01-2011 11:30;21201270-k
554;138;28-06-2019 22:46;11-07-2019 9:25;45125749-8
555;139;02-02-2015 17:53;16-02-2015 22:33;51194123-7
556;139;24-08-2015 12:07;30-08-2015 14:06;56425505-k
557;139;24-07-2018 16:22;04-08-2018 7:12;10619372-k
558;139;11-02-2016 1:01;18-02-2016 12:07;91119340-k
559;140;28-10-2013 18:39;02-11-2013 4:04;68377701-3
560;140;28-03-2013 4:34;01-04-2013 14:21;68377701-3
561;141;19-05-2019 7:22;27-05-2019 15:02;10959343-5
562;141;14-02-2017 20:26;18-02-2017 4:08;79344858-9
563;141;07-12-2019 16:40;19-12-2019 2:38;22240154-2
564;142;30-03-2020 11:40;11-04-2020 16:09;13592940-9
565;142;27-06-2016 9:37;10-07-2016 20:17;98121429-3
566;142;10-03-2012 20:15;14-03-2012 10:04;13592940-9
567;142;25-07-2013 15:35;05-08-2013 23:13;65855526-k
568;142;30-03-2011 9:04;09-04-2011 13:41;15591154-9
569;143;05-01-2018 23:05;10-01-2018 11:42;14761964-2
570;143;13-05-2013 3:03;20-05-2013 18:17;14761964-2
571;143;08-09-2013 6:11;16-09-2013 20:49;14761964-2
572;143;01-01-2015 21:26;05-01-2015 8:13;83399209-0
573;143;22-12-2019 20:25;27-12-2019 22:09;61863167-2
574;143;11-06-2016 13:22;14-06-2016 19:02;19027799-2
575;143;09-10-2017 5:45;17-10-2017 12:22;38563658-k
576;143;23-10-2018 15:32;06-11-2018 8:09;61863167-2
577;144;06-01-2018 22:29;12-01-2018 5:36;70388205-6
578;144;23-11-2015 12:16;26-11-2015 23:04;11439340-1
579;144;06-02-2014 15:39;18-02-2014 2:04;70388205-6
580;144;24-06-2014 12:20;03-07-2014 13:09;70388205-6
581;144;21-03-2019 7:18;04-04-2019 11:36;41183684-3
582;144;19-03-2015 4:32;01-04-2015 20:29;52189199-8
583;144;20-08-2020 9:17;26-08-2020 11:25;11439340-1
584;144;21-06-2012 20:42;04-07-2012 8:28;70388205-6
585;145;09-02-2020 2:49;16-02-2020 18:45;40644356-6
586;145;19-01-2018 1:10;01-02-2018 7:33;40644356-6
587;145;10-05-2018 7:26;17-05-2018 12:03;12187269-2
588;145;27-04-2016 10:56;11-05-2016 14:46;40644356-6
589;145;22-04-2018 9:08;28-04-2018 15:38;12187269-2
590;145;04-10-2015 11:25;11-10-2015 12:59;12187269-2
591;146;29-04-2015 18:24;03-05-2015 0:27;69698793-9
592;146;05-08-2010 23:46;20-08-2010 5:28;50511840-5
593;147;04-04-2010 15:24;12-04-2010 2:21;16836029-0
594;147;26-08-2020 2:20;08-09-2020 2:51;81602032-8
595;147;02-06-2014 10:06;11-06-2014 18:27;48433213-4
596;147;25-04-2018 23:02;29-04-2018 14:54;37376941-k
597;147;19-07-2013 7:02;24-07-2013 8:48;81602032-8
598;147;31-05-2014 15:30;08-06-2014 5:43;20034783-8
599;147;19-09-2014 16:41;01-10-2014 21:02;16836029-0
600;147;26-05-2014 15:25;02-06-2014 0:15;48433213-4
601;147;21-03-2010 0:38;04-04-2010 4:35;16836029-0
602;148;11-07-2016 0:12;18-07-2016 6:37;89671041-9
603;148;07-05-2017 3:25;12-05-2017 10:24;69186141-4
604;148;01-01-2011 6:44;13-01-2011 16:35;89671041-9
605;148;27-09-2016 16:20;12-10-2016 8:52;30364676-0
606;148;29-04-2017 0:40;05-05-2017 4:05;95777850-k
607;149;25-11-2011 8:04;30-11-2011 11:53;13690129-k
608;149;06-12-2011 12:32;15-12-2011 4:54;79695896-0
609;149;30-11-2013 19:45;13-12-2013 1:29;85394005-4
610;150;10-03-2020 9:14;24-03-2020 23:06;71612139-9
611;150;28-03-2018 10:55;09-04-2018 0:00;82903113-2
612;150;15-12-2011 3:12;24-12-2011 9:13;43654491-k
613;151;26-10-2014 21:39;08-11-2014 11:31;76563311-7
614;151;12-03-2019 21:19;17-03-2019 22:25;85973291-7
615;151;02-02-2011 1:42;15-02-2011 15:08;96863860-2
616;152;18-05-2010 5:59;23-05-2010 21:54;69691126-6
617;153;02-06-2010 5:06;09-06-2010 14:38;38631846-8
618;153;12-11-2010 6:17;24-11-2010 7:40;47326835-3
619;153;22-04-2013 5:54;26-04-2013 10:43;24115633-8
620;153;19-11-2016 2:14;29-11-2016 8:27;23047484-2
621;154;30-09-2018 6:59;08-10-2018 11:57;49641463-2
622;154;27-02-2015 16:45;05-03-2015 1:31;55106753-k
623;154;26-07-2013 16:20;29-07-2013 19:53;25368817-3
624;154;01-05-2012 13:59;08-05-2012 19:04;55106753-k
625;154;14-01-2017 13:27;26-01-2017 23:35;92445451-2
626;154;25-02-2019 5:21;02-03-2019 14:53;49641463-2
627;154;04-03-2017 1:20;12-03-2017 3:01;59060940-4
628;155;23-01-2018 8:23;06-02-2018 23:44;19209075-k
629;155;23-02-2010 22:06;09-03-2010 2:11;81207716-3
630;155;03-03-2012 6:52;06-03-2012 18:29;43161018-3
631;155;26-08-2011 16:40;31-08-2011 19:45;85384785-2
632;155;20-08-2014 18:41;03-09-2014 6:03;51693674-6
633;156;27-01-2012 5:38;03-02-2012 12:05;52778909-5
634;156;13-08-2019 14:58;19-08-2019 21:34;83123905-0
635;157;16-08-2017 9:10;23-08-2017 20:38;60158787-4
636;157;03-11-2015 2:32;12-11-2015 5:33;49359132-0
637;157;25-06-2012 10:05;02-07-2012 22:38;36081017-8
638;158;11-06-2016 14:42;16-06-2016 18:49;81498697-7
639;159;13-11-2015 14:12;27-11-2015 16:44;63532763-4
640;159;04-10-2016 5:01;11-10-2016 11:06;95185947-8
641;159;14-04-2012 21:06;21-04-2012 23:58;21332506-k
642;159;30-08-2011 18:12;09-09-2011 1:13;95185947-8
643;160;28-02-2016 3:15;06-03-2016 11:41;96735305-1
644;160;15-12-2017 3:46;28-12-2017 15:01;18969557-8
645;160;03-05-2017 18:17;13-05-2017 3:00;23298314-0
646;160;21-02-2011 21:38;06-03-2011 12:01;51317447-0
647;160;09-10-2011 1:44;22-10-2011 12:45;82319208-8
648;160;24-10-2016 23:55;30-10-2016 11:17;93550420-1
649;160;29-01-2010 22:52;05-02-2010 5:26;23298314-0
650;161;05-01-2010 1:20;19-01-2010 13:01;27143992-k
651;161;18-05-2013 6:32;21-05-2013 18:08;83029887-8
652;161;10-11-2019 6:26;14-11-2019 20:40;83029887-8
653;162;13-12-2019 20:54;19-12-2019 1:24;48998776-7
654;162;13-04-2015 8:49;16-04-2015 11:14;88034198-7
655;162;16-03-2019 10:59;24-03-2019 12:34;60370162-3
656;162;17-05-2015 14:46;23-05-2015 22:58;88034198-7
657;163;19-02-2014 4:04;24-02-2014 7:40;42162871-8
658;163;12-09-2011 0:41;20-09-2011 3:45;92554015-3
659;163;05-04-2018 10:59;14-04-2018 17:13;20820475-0
660;163;06-01-2016 11:20;10-01-2016 16:50;71389826-0
661;164;12-11-2013 8:06;23-11-2013 11:24;61995722-9
662;164;29-09-2012 21:59;09-10-2012 3:19;75397524-1
663;164;12-06-2013 10:16;23-06-2013 23:08;75397524-1
664;164;08-10-2010 13:13;19-10-2010 5:52;75397524-1
665;164;01-02-2018 3:40;04-02-2018 6:22;75397524-1
666;165;04-05-2015 21:59;14-05-2015 0:39;87442136-7
667;165;09-05-2017 4:35;18-05-2017 15:32;87442136-7
668;165;04-11-2013 14:44;13-11-2013 22:12;58945079-5
669;165;03-05-2013 19:31;10-05-2013 3:47;51844875-7
670;166;10-04-2019 20:01;19-04-2019 1:41;78463527-9
671;166;23-02-2010 13:23;02-03-2010 19:12;84593882-2
672;166;27-07-2012 16:12;31-07-2012 18:38;84593882-2
673;166;28-03-2019 6:57;10-04-2019 22:04;17459269-1
674;167;10-06-2018 2:19;17-06-2018 18:48;59150917-9
675;167;05-09-2020 12:13;20-09-2020 0:13;20209505-4
676;168;26-04-2012 23:14;08-05-2012 11:38;37142311-7
677;168;28-10-2014 12:49;08-11-2014 19:27;83469143-4
678;169;15-01-2014 0:07;28-01-2014 13:26;75328775-2
679;169;24-12-2018 3:20;27-12-2018 13:29;75328775-2
680;169;26-01-2016 23:36;30-01-2016 12:35;75328775-2
681;170;21-04-2012 5:10;27-04-2012 8:25;98642893-3
682;170;21-06-2013 13:01;03-07-2013 17:49;73557956-8
683;170;07-02-2011 18:55;20-02-2011 8:13;51193594-6
684;171;08-01-2019 17:11;18-01-2019 23:33;11091024-k
685;171;11-02-2018 1:13;19-02-2018 16:53;94559048-3
686;172;25-06-2011 9:42;28-06-2011 18:23;59959821-9
687;172;09-10-2017 8:30;13-10-2017 21:35;82993651-8
688;172;08-07-2020 7:29;16-07-2020 8:25;12348490-8
689;172;28-12-2013 1:44;03-01-2014 11:12;82993651-8
690;172;26-06-2014 10:06;07-07-2014 21:08;59959821-9
691;172;19-01-2010 20:43;03-02-2010 10:33;12348490-8
692;172;06-11-2016 4:54;20-11-2016 16:21;59959821-9
693;173;21-08-2017 2:29;26-08-2017 2:50;91995839-1
694;173;09-12-2018 6:20;20-12-2018 15:58;22234852-8
695;173;19-08-2018 14:19;29-08-2018 15:46;23000993-7
696;173;01-07-2018 9:09;09-07-2018 20:21;76356563-7
697;174;02-07-2017 15:46;06-07-2017 19:52;41091494-8
698;174;09-01-2020 21:48;24-01-2020 0:42;41091494-8
699;174;14-12-2011 0:35;28-12-2011 11:48;14292252-5
700;175;09-03-2019 12:51;13-03-2019 13:10;33890329-4
701;175;25-03-2018 0:29;08-04-2018 15:00;26617374-1
702;175;19-05-2020 15:31;27-05-2020 22:54;33890329-4
703;176;22-09-2011 20:16;05-10-2011 6:17;42678415-7
704;176;05-10-2017 15:21;20-10-2017 3:01;42678415-7
705;176;26-06-2010 11:24;08-07-2010 11:36;77484278-0
706;176;14-01-2016 11:44;21-01-2016 2:47;72810804-5
707;176;19-11-2018 16:24;28-11-2018 22:48;77484278-0
708;176;29-01-2010 5:59;06-02-2010 15:54;77484278-0
709;176;03-04-2011 11:30;13-04-2011 20:55;72810804-5
710;177;22-05-2015 8:12;27-05-2015 14:58;87861767-3
711;177;12-04-2010 5:14;17-04-2010 12:34;24129722-5
712;177;30-03-2017 5:28;13-04-2017 11:36;44973013-5
713;178;10-09-2012 15:01;23-09-2012 5:08;91790173-2
714;178;02-05-2013 4:30;11-05-2013 8:23;91790173-2
715;179;25-05-2012 4:04;28-05-2012 7:06;64269343-3
716;179;09-11-2019 10:35;16-11-2019 14:45;14811794-2
717;179;23-02-2020 23:41;07-03-2020 6:44;64269343-3
718;180;16-06-2011 19:20;29-06-2011 7:19;61514910-1
719;180;04-02-2020 20:31;08-02-2020 10:44;37742604-5
720;180;26-01-2016 6:41;08-02-2016 11:02;61514910-1
721;180;04-01-2017 11:12;17-01-2017 2:05;25327705-k
722;180;08-02-2020 22:56;12-02-2020 13:36;99223381-8
723;180;29-07-2015 16:35;05-08-2015 16:53;35776394-0
724;181;25-03-2019 22:32;31-03-2019 8:51;34761062-3
725;181;20-08-2012 17:03;28-08-2012 2:25;71962392-1
726;181;27-12-2015 5:43;10-01-2016 9:44;11123767-0
727;181;03-08-2014 1:30;07-08-2014 8:24;11123767-0
728;182;03-12-2010 21:24;12-12-2010 9:57;81234956-2
729;182;30-03-2019 1:52;11-04-2019 5:37;11544489-1
730;182;04-07-2015 21:34;16-07-2015 8:37;33236616-5
731;183;28-03-2010 4:27;07-04-2010 15:58;34776869-3
732;183;03-05-2014 2:45;07-05-2014 14:07;32644502-9
733;183;21-03-2014 21:58;26-03-2014 3:06;48425773-6
734;183;06-02-2013 17:46;11-02-2013 20:37;26849996-2
735;184;01-06-2012 23:46;08-06-2012 2:16;14046488-0
736;184;19-06-2010 8:27;25-06-2010 17:23;52158784-9
737;184;01-06-2010 20:44;10-06-2010 20:46;45717384-9
738;184;22-02-2013 5:41;07-03-2013 6:15;85743167-7
739;184;02-09-2016 4:47;16-09-2016 5:53;45717384-9
740;184;22-01-2015 2:02;28-01-2015 9:19;52158784-9
741;185;24-12-2013 6:16;30-12-2013 16:52;86555166-5
742;185;14-03-2014 15:07;27-03-2014 7:30;88538509-5
743;185;24-03-2011 10:06;30-03-2011 17:27;86555166-5
744;186;15-05-2018 16:27;22-05-2018 9:07;31679088-7
745;186;16-04-2015 0:15;30-04-2015 13:24;53234460-3
746;186;15-09-2019 19:38;29-09-2019 4:35;53234460-3
747;186;30-11-2012 15:22;03-12-2012 22:22;84569598-9
748;187;23-10-2015 9:51;04-11-2015 22:50;73543707-0
749;187;17-01-2017 15:19;27-01-2017 7:52;55012555-2
750;187;22-01-2013 0:00;03-02-2013 0:46;73543707-0
751;188;17-08-2018 9:21;26-08-2018 1:25;66844166-1
752;188;15-01-2012 2:56;21-01-2012 6:24;83584289-4
753;188;05-12-2014 12:18;17-12-2014 21:55;66844166-1
754;188;15-08-2012 11:03;21-08-2012 18:20;60747994-1
755;189;11-02-2012 12:35;23-02-2012 2:37;45347413-5
756;189;05-08-2011 7:27;09-08-2011 7:34;66361406-1
757;189;26-12-2017 0:36;01-01-2018 7:57;63884576-8
758;190;31-03-2011 14:40;07-04-2011 14:53;28273728-0
759;190;09-03-2016 11:17;21-03-2016 14:49;54746197-5
760;190;07-01-2015 9:44;21-01-2015 2:08;63953205-4
761;190;29-03-2013 16:00;05-04-2013 4:47;95711978-6
762;190;23-02-2020 6:12;06-03-2020 19:31;28273728-0
763;191;25-08-2017 13:52;08-09-2017 15:51;32359787-1
764;191;30-04-2012 14:56;15-05-2012 5:18;92253121-8
765;191;31-08-2011 7:38;11-09-2011 10:55;29415476-0
766;191;05-06-2020 15:13;20-06-2020 4:13;92253121-8
767;192;22-02-2018 21:33;09-03-2018 6:33;33572631-6
768;192;07-11-2018 2:05;17-11-2018 9:23;19942007-0
769;192;23-10-2014 6:48;26-10-2014 23:27;91935122-5
770;192;02-01-2020 3:18;16-01-2020 10:04;91085975-7
771;192;07-04-2014 23:51;20-04-2014 0:25;91935122-5
772;192;07-05-2013 19:46;13-05-2013 2:06;50728559-7
773;192;26-12-2017 11:08;04-01-2018 16:25;91085975-7
774;193;30-10-2017 15:59;09-11-2017 3:33;35288330-1
775;193;13-06-2019 7:14;22-06-2019 9:12;50453382-4
776;193;30-04-2013 6:43;10-05-2013 20:11;72570829-7
777;193;13-05-2010 6:54;21-05-2010 13:11;66899113-0
778;193;03-09-2016 9:39;16-09-2016 11:17;20026905-5
779;194;13-04-2018 0:42;25-04-2018 14:12;51616764-5
780;194;07-04-2014 11:02;17-04-2014 22:46;54593722-0
781;194;05-06-2014 11:37;18-06-2014 22:17;37126798-0
782;194;01-10-2012 15:44;09-10-2012 4:07;54593722-0
783;195;14-11-2014 22:02;26-11-2014 2:37;34902561-2
784;196;23-10-2010 1:43;04-11-2010 9:35;22060310-5
785;196;29-05-2015 22:31;05-06-2015 11:45;93176945-6
786;196;20-09-2011 0:24;26-09-2011 4:58;45355149-0
787;196;14-04-2018 6:31;28-04-2018 15:29;81560843-7
788;197;04-10-2015 21:37;18-10-2015 23:49;98849412-7
789;197;16-08-2019 13:21;24-08-2019 3:56;64221026-2
790;197;27-09-2017 6:29;02-10-2017 6:59;18076157-8
791;197;04-06-2019 18:54;08-06-2019 23:21;84095044-1
792;197;05-08-2016 18:50;17-08-2016 6:36;72070561-3
793;198;25-02-2017 13:29;03-03-2017 19:13;86447590-6
794;198;04-06-2019 22:17;10-06-2019 10:05;47329036-7
795;198;22-03-2016 10:33;01-04-2016 22:22;65538426-k
796;198;06-07-2012 1:35;17-07-2012 1:43;86447590-6
797;199;21-08-2014 2:33;27-08-2014 12:52;97004364-0
798;199;19-10-2014 18:40;01-11-2014 8:58;59890575-4
799;200;08-09-2010 22:07;17-09-2010 6:18;35662780-6
800;200;24-06-2012 23:02;02-07-2012 10:07;53329659-9
801;200;17-05-2018 15:56;29-05-2018 8:35;53329659-9
802;200;18-12-2015 17:47;30-12-2015 6:25;53329659-9
803;200;05-06-2020 19:01;13-06-2020 11:31;38830395-6
804;201;01-07-2017 4:40;06-07-2017 20:40;86683089-4
805;201;13-12-2010 15:37;25-12-2010 4:30;86683089-4
806;201;02-03-2015 17:01;06-03-2015 8:00;69777560-9
807;201;03-08-2016 9:53;06-08-2016 10:19;41071374-8
808;202;03-06-2020 0:37;17-06-2020 9:05;53325503-5
809;202;29-08-2016 16:00;03-09-2016 19:33;41581842-4
810;202;01-10-2015 3:49;07-10-2015 13:27;38405094-8
811;202;08-06-2015 22:39;23-06-2015 1:10;91346186-k
812;202;15-07-2020 8:25;24-07-2020 14:54;38628283-8
813;202;27-12-2019 5:19;09-01-2020 8:35;91346186-k
814;203;05-01-2019 5:58;08-01-2019 20:43;75129314-3
815;203;01-09-2011 0:18;06-09-2011 4:32;26196183-0
816;203;07-05-2014 22:39;12-05-2014 7:30;50109588-5
817;203;27-08-2020 15:42;06-09-2020 18:04;40978316-3
818;203;15-03-2020 6:21;21-03-2020 13:14;63688364-6
819;203;22-03-2017 12:05;27-03-2017 14:24;40978316-3
820;203;25-04-2016 0:57;05-05-2016 13:24;50109588-5
821;203;01-02-2014 23:35;14-02-2014 3:31;50109588-5
822;204;06-05-2016 17:22;16-05-2016 6:57;58191750-3
823;204;19-01-2019 18:05;27-01-2019 5:07;10927357-0
824;204;22-05-2016 10:14;27-05-2016 10:24;66183219-3
825;205;25-05-2018 12:19;04-06-2018 13:49;75269880-5
826;206;12-01-2017 8:07;26-01-2017 19:39;21219682-7
827;206;19-02-2018 5:42;03-03-2018 13:00;21219682-7
828;206;28-01-2013 1:53;03-02-2013 11:32;21219682-7
829;207;30-09-2013 22:21;12-10-2013 22:35;79758989-6
830;207;19-12-2015 14:57;28-12-2015 22:37;79758989-6
831;207;22-12-2011 11:09;04-01-2012 0:36;35785969-7
832;207;13-08-2010 19:22;23-08-2010 19:53;35785969-7
833;207;01-08-2014 9:32;06-08-2014 11:52;35785969-7
834;207;25-03-2015 21:36;08-04-2015 3:03;35785969-7
835;207;22-02-2018 17:39;28-02-2018 2:20;34039148-9
836;207;25-07-2016 0:24;02-08-2016 16:26;79758989-6
837;207;08-08-2014 20:23;22-08-2014 5:22;35785969-7
838;207;20-05-2018 10:44;31-05-2018 11:56;79758989-6
839;207;21-10-2014 0:34;04-11-2014 7:47;79758989-6
840;208;15-04-2019 15:08;20-04-2019 23:26;96964691-9
841;208;29-01-2014 23:12;06-02-2014 23:41;56535213-k
842;208;30-11-2018 22:50;09-12-2018 6:00;97404549-4
843;208;30-08-2019 23:45;11-09-2019 2:53;51242629-8
844;208;05-02-2013 17:39;10-02-2013 1:46;86434438-0
845;208;02-11-2013 19:20;13-11-2013 7:21;66119831-1
846;209;16-02-2014 11:27;27-02-2014 17:57;92270331-0
847;209;29-12-2010 17:57;08-01-2011 20:02;26257768-6
848;209;18-02-2011 10:38;22-02-2011 18:32;45467235-6
849;209;26-02-2013 5:28;04-03-2013 21:09;46491043-3
850;210;04-09-2020 10:06;14-09-2020 2:23;83386046-1
851;210;30-08-2015 20:33;10-09-2015 22:50;83386046-1
852;210;11-07-2011 2:27;25-07-2011 9:25;19735595-6
853;210;22-03-2017 9:12;26-03-2017 21:37;29877385-6
854;210;28-11-2010 1:50;10-12-2010 10:32;33802463-0
855;210;23-10-2016 3:13;06-11-2016 17:48;33802463-0
856;210;21-07-2012 16:07;27-07-2012 0:31;31256887-k
857;210;08-06-2010 3:32;20-06-2010 7:36;83386046-1
858;211;12-04-2020 11:23;24-04-2020 16:51;55326528-2
859;211;29-05-2014 0:05;06-06-2014 5:14;55326528-2
860;211;27-03-2020 14:23;05-04-2020 21:26;56499633-5
861;211;27-10-2016 20:03;03-11-2016 22:14;55326528-2
862;211;22-06-2016 21:58;02-07-2016 6:14;11453035-2
863;212;04-02-2019 7:46;14-02-2019 15:40;70019535-k
864;212;09-01-2017 15:34;14-01-2017 1:15;77489819-0
865;212;19-06-2011 9:33;01-07-2011 1:44;61774912-2
866;212;18-10-2018 16:11;25-10-2018 0:06;77489819-0
867;213;22-02-2015 20:57;26-02-2015 23:20;72800848-2
868;213;22-06-2015 11:30;01-07-2015 0:30;25806104-7
869;213;27-03-2013 0:31;07-04-2013 4:49;87859472-k
870;213;12-08-2011 16:33;16-08-2011 4:17;13370165-6
871;214;05-05-2010 20:34;17-05-2010 1:51;19706256-8
